itemA,itemB,count,support,confidence_A_to_B,confidence_B_to_A,lift
lunch bag apple design,rabbit night light,142,0.006986813619366266,0.13894324853228962,0.14504596527068436,2.8844561625845295
jumbo bag pink polkadot,please one person metal sign,142,0.006986813619366266,0.11725846407927333,0.1717049576783555,2.881694103926422
alarm clock bakelike green,lunch bag suki design,142,0.006986813619366266,0.1468459152016546,0.13172541743970315,2.7685495181432542
gardeners kneeling pad keep calm,heart of wicker small,142,0.006986813619366266,0.1569060773480663,0.12023708721422523,2.7002194039137164
lunch bag apple design,recipe box pantry yellow design,142,0.006986813619366266,0.13894324853228962,0.13087557603686636,2.602656758682262
jumbo bag red retrospot,round snack boxes set of4 woodland,142,0.006986813619366266,0.0687984496124031,0.19640387275242047,1.933969142354745
party bunting,wooden frame antique white,142,0.006986813619366266,0.08574879227053141,0.14822546972860126,1.8191633132633405
charlotte bag pink polkadot,strawberry ceramic trinket box,141,0.006937610706553828,0.1910569105691057,0.20229555236728838,5.571076973323536
charlotte bag suki design,lunch bag dolly girl design,141,0.006937610706553828,0.16114285714285714,0.21013412816691504,4.880875452416436
jumbo storage bag skulls,red toadstool led night light,141,0.006937610706553828,0.20056899004267426,0.16805721096543505,4.858598514454484
gardeners kneeling pad keep calm,jumbo bag 50's christmas,141,0.006937610706553828,0.1558011049723757,0.19887165021156558,4.466151844088242
jumbo  bag baroque black white,jumbo bag vintage doily,141,0.006937610706553828,0.15243243243243243,0.20229555236728838,4.444816006824616
6 ribbons rustic charm,strawberry charlotte bag,141,0.006937610706553828,0.14968152866242038,0.19692737430167598,4.2487812689036755
chocolate hot water bottle,woodland charlotte bag,141,0.006937610706553828,0.1686602870813397,0.17049576783555018,4.144923427619284
jumbo shopper vintage red paisley,lunch box i love london,141,0.006937610706553828,0.120926243567753,0.2002840909090909,3.4910582020895053
dotcom postage,lunch bag  black skull.,141,0.006937610706553828,0.19915254237288135,0.11190476190476191,3.2123621199892383
60 teatime fairy cake cases,lunch bag spaceboy design,141,0.006937610706553828,0.17669172932330826,0.12292938099389712,3.1308480442606075
baking set 9 piece retrospot,jam making set with jars,141,0.006937610706553828,0.15701559020044542,0.12947658402203857,2.9303809506279643
lunch bag cars blue,spaceboy lunch box,141,0.006937610706553828,0.12455830388692579,0.1595022624434389,2.863713764929728
gardeners kneeling pad cup of tea,set of 3 cake tins pantry design,141,0.006937610706553828,0.1870026525198939,0.10475482912332838,2.823656693769929
6 ribbons rustic charm,wooden picture frame white finish,141,0.006937610706553828,0.14968152866242038,0.12912087912087913,2.785830941881897
charlotte bag suki design,heart of wicker small,141,0.006937610706553828,0.16114285714285714,0.11939034716342083,2.773130760856417
set/20 red retrospot paper napkins,wooden picture frame white finish,141,0.006937610706553828,0.1462655601659751,0.12912087912087913,2.722253887191646
chocolate hot water bottle,lunch bag  black skull.,141,0.006937610706553828,0.1686602870813397,0.11190476190476191,2.7205172020961497
gardeners kneeling pad keep calm,pack of 72 retrospot cake cases,141,0.006937610706553828,0.1558011049723757,0.11024237685691947,2.4757636102099787
paper chain kit 50's christmas,set of 4 pantry jelly moulds,141,0.006937610706553828,0.12335958005249344,0.13403041825095058,2.383232038960909
party bunting,popcorn holder,141,0.006937610706553828,0.08514492753623189,0.18146718146718147,2.2271370749631623
jumbo shopper vintage red paisley,paper chain kit 50's christmas,141,0.006937610706553828,0.120926243567753,0.12335958005249344,2.15022307460281
party bunting,set of 6 spice tins pantry design,141,0.006937610706553828,0.08514492753623189,0.17343173431734318,2.1285184590976343
lunch bag dolly girl design,white hanging heart t-light holder,141,0.006937610706553828,0.21013412816691504,0.06403269754768393,1.9394941057513087
jumbo bag strawberry,regency cakestand 3 tier,141,0.006937610706553828,0.17300613496932515,0.0740546218487395,1.846731453317523
charlotte bag suki design,lunch bag alphabet design,140,0.0068884077937413895,0.16,0.19337016574585636,4.491491712707182
gardeners kneeling pad cup of tea,jumbo bag vintage leaf,140,0.0068884077937413895,0.1856763925729443,0.16317016317016317,4.398236599828111
6 ribbons rustic charm,60 teatime fairy cake cases,140,0.0068884077937413895,0.14861995753715498,0.17543859649122806,3.7851529034901477
lunch bag cars blue,plasters in tin woodland animals,140,0.0068884077937413895,0.12367491166077739,0.2023121387283237,3.6323250066382076
hanging heart jar t-light holder,jam making set printed,140,0.0068884077937413895,0.1977401129943503,0.12544802867383512,3.60113804345625
gardeners kneeling pad keep calm,vintage snap cards,140,0.0068884077937413895,0.15469613259668508,0.15891032917139614,3.5687221326844805
natural slate heart chalkboard,set of 3 butterfly cookie cutters,140,0.0068884077937413895,0.11363636363636363,0.20833333333333334,3.4368235930735933
jumbo bag woodland animals,rabbit night light,140,0.0068884077937413895,0.16393442622950818,0.14300306435137897,3.4032719904887885
jumbo bag 50's christmas,lunch bag  black skull.,140,0.0068884077937413895,0.19746121297602257,0.1111111111111111,3.185080708352923
60 teatime fairy cake cases,natural slate heart chalkboard,140,0.0068884077937413895,0.17543859649122806,0.11363636363636363,2.8941672362724997
heart of wicker large,jam making set printed,140,0.0068884077937413895,0.15250544662309368,0.12544802867383512,2.7773482949531867
lunch bag red retrospot,set of 3 butterfly cookie cutters,140,0.0068884077937413895,0.09085009733939,0.20833333333333334,2.747674670127623
jumbo storage bag suki,vintage snap cards,140,0.0068884077937413895,0.11884550084889643,0.15891032917139614,2.7416753226480943
jam making set printed,retrospot tea set ceramic 11 pc,140,0.0068884077937413895,0.12544802867383512,0.14941302027748132,2.721030666773773
popcorn holder,set of 3 cake tins pantry design,140,0.0068884077937413895,0.18018018018018017,0.10401188707280833,2.720640402661205
lunch bag woodland,set of 3 cake tins pantry design,140,0.0068884077937413895,0.1394422310756972,0.10401188707280833,2.105515530744777
heart of wicker large,lunch bag red retrospot,140,0.0068884077937413895,0.15250544662309368,0.09085009733939,2.0113696931653187
lunch bag  black skull.,paper chain kit 50's christmas,140,0.0068884077937413895,0.1111111111111111,0.12248468941382328,1.975697482259162
regency cakestand 3 tier,retrospot tea set ceramic 11 pc,140,0.0068884077937413895,0.07352941176470588,0.14941302027748132,1.5948898235921904
charlotte bag pink polkadot,lunch bag alphabet design,139,0.006839204880928951,0.18834688346883469,0.1919889502762431,5.287240413840602
charlotte bag pink polkadot,chocolate hot water bottle,139,0.006839204880928951,0.18834688346883469,0.16626794258373206,4.578901985192101
jumbo bag woodland animals,round snack boxes set of4 woodland,139,0.006839204880928951,0.16276346604215455,0.19225449515905949,4.57538683795401
charlotte bag pink polkadot,vintage snap cards,139,0.006839204880928951,0.18834688346883469,0.15777525539160045,4.345019363928032
recycling bag retrospot,vintage snap cards,139,0.006839204880928951,0.18707940780619112,0.15777525539160045,4.315779664305366
alarm clock bakelike pink,charlotte bag suki design,139,0.006839204880928951,0.1831357048748353,0.15885714285714286,4.25377150385846
6 ribbons rustic charm,charlotte bag pink polkadot,139,0.006839204880928951,0.1475583864118896,0.18834688346883469,4.063653991104667
pack of 60 pink paisley cake cases,woodland charlotte bag,139,0.006839204880928951,0.16527942925089179,0.16807738814993953,4.061836904589026
jumbo bag vintage doily,lunch bag pink polkadot,139,0.006839204880928951,0.1994261119081779,0.12954333643988816,3.777387044195534
jumbo bag vintage doily,lunch bag spaceboy design,139,0.006839204880928951,0.1994261119081779,0.12118570183086312,3.533684654247435
set of 6 spice tins pantry design,victorian glass hanging t-light,139,0.006839204880928951,0.17097170971709716,0.1360078277886497,3.400028403415149
red retrospot charlotte bag,set/5 red retrospot lid glass bowls,139,0.006839204880928951,0.13521400778210116,0.16219369894982497,3.2066388496656058
jumbo bag pink vintage paisley,wooden picture frame white finish,139,0.006839204880928951,0.16276346604215455,0.12728937728937728,3.0293083185354845
charlotte bag suki design,spotty bunting,139,0.006839204880928951,0.15885714285714286,0.12477558348294435,2.8982159528084126
lunch bag  black skull.,pack of 60 pink paisley cake cases,139,0.006839204880928951,0.11031746031746031,0.16527942925089179,2.6659834286469244
chocolate hot water bottle,party bunting,139,0.006839204880928951,0.16626794258373206,0.08393719806763285,2.0405976238356103
lunch bag red retrospot,retrospot tea set ceramic 11 pc,139,0.006839204880928951,0.09020116807268008,0.14834578441835647,1.956508580479349
alarm clock bakelike red,assorted colour bird ornament,139,0.006839204880928951,0.13534566699123662,0.09713487071977638,1.922267879755341
6 ribbons rustic charm,set of 3 butterfly cookie cutters,138,0.006790001968116513,0.1464968152866242,0.20535714285714285,4.430656657567486
green regency teacup and saucer,set of 3 heart cookie cutters,138,0.006790001968116513,0.14153846153846153,0.20597014925373133,4.293474167623422
jumbo  bag baroque black white,paper bunting retrospot,138,0.006790001968116513,0.1491891891891892,0.17534942820838628,3.8527586798997224
lunch bag pink polkadot,round snack boxes set of4 woodland,138,0.006790001968116513,0.12861136999068035,0.1908713692946058,3.6153492167228034
jam making set printed,strawberry charlotte bag,138,0.006790001968116513,0.12365591397849462,0.19273743016759776,3.510031837568331
dolly girl lunch box,set/20 red retrospot paper napkins,138,0.006790001968116513,0.16626506024096385,0.14315352697095435,3.505364195370695
alarm clock bakelike green,chocolate hot water bottle,138,0.006790001968116513,0.14270941054808686,0.16507177033492823,3.469409162654686
60 teatime fairy cake cases,lunch bag pink polkadot,138,0.006790001968116513,0.17293233082706766,0.12861136999068035,3.275560756504495
heart of wicker small,home building block word,138,0.006790001968116513,0.11685012701100762,0.1806282722513089,3.108458090800679
gardeners kneeling pad keep calm,red retrospot charlotte bag,138,0.006790001968116513,0.15248618784530388,0.13424124513618677,3.014717200163381
heart of wicker large,recipe box pantry yellow design,138,0.006790001968116513,0.1503267973856209,0.1271889400921659,2.8158910876178433
heart of wicker small,jumbo bag woodland animals,138,0.006790001968116513,0.11685012701100762,0.16159250585480095,2.7808688306460407
alarm clock bakelike green,jam making set with jars,138,0.006790001968116513,0.14270941054808686,0.12672176308539945,2.66338481173491
paper bunting retrospot,set of 3 cake tins pantry design,138,0.006790001968116513,0.17534942820838628,0.1025260029717682,2.6476982012683825
jumbo  bag baroque black white,lunch bag spaceboy design,138,0.006790001968116513,0.1491891891891892,0.12031386224934612,2.643523174438606
jam making set printed,rabbit night light,138,0.006790001968116513,0.12365591397849462,0.14096016343207354,2.5670917218579414
jumbo bag vintage leaf,pack of 72 retrospot cake cases,138,0.006790001968116513,0.16083916083916083,0.10789679437060204,2.555821035883585
lunch bag dolly girl design,party bunting,138,0.006790001968116513,0.20566318926974664,0.08333333333333333,2.5240933929458524
antique silver t-light glass,party bunting,138,0.006790001968116513,0.2026431718061674,0.08333333333333333,2.4870288790993635
jumbo  bag baroque black white,pack of 72 retrospot cake cases,138,0.006790001968116513,0.1491891891891892,0.10789679437060204,2.3706967013925575
heart of wicker small,set of 4 pantry jelly moulds,138,0.006790001968116513,0.11685012701100762,0.1311787072243346,2.2574733663229267
jam making set with jars,jumbo bag pink polkadot,138,0.006790001968116513,0.12672176308539945,0.11395540875309662,2.1267490610633017
6 ribbons rustic charm,assorted colour bird ornament,138,0.006790001968116513,0.1464968152866242,0.09643605870020965,2.0806437972643956
heart of wicker small,paper chain kit 50's christmas,138,0.006790001968116513,0.11685012701100762,0.12073490813648294,2.0777445156358
jam making set printed,lunch bag  black skull.,138,0.006790001968116513,0.12365591397849462,0.10952380952380952,1.994589520395972
lunch bag red retrospot,wooden frame antique white,138,0.006790001968116513,0.08955223880597014,0.1440501043841336,1.8998535506185148
lunch bag cars blue,set of 3 cake tins pantry design,138,0.006790001968116513,0.12190812720848057,0.1025260029717682,1.8407583784436545
charlotte bag pink polkadot,jumbo storage bag skulls,137,0.006740799055304074,0.1856368563685637,0.19487908961593173,5.366832814843085
pink regency teacup and saucer,recycling bag retrospot,137,0.006740799055304074,0.18614130434782608,0.18438761776581428,5.091703727544035
60 teatime fairy cake cases,dotcom postage,137,0.006740799055304074,0.17167919799498746,0.19350282485875706,4.928259915325036
jumbo bag woodland animals,pink regency teacup and saucer,137,0.006740799055304074,0.16042154566744732,0.18614130434782608,4.429901486610325
chocolate hot water bottle,paper chain kit vintage christmas,137,0.006740799055304074,0.1638755980861244,0.16892725030826142,4.106791190508499
charlotte bag suki design,dolly girl lunch box,137,0.006740799055304074,0.15657142857142858,0.1650602409638554,3.833924956970741
jumbo bag spaceboy design,lunch bag suki design,137,0.006740799055304074,0.20087976539589442,0.12708719851576994,3.7872730537162878
charlotte bag pink polkadot,set of 4 pantry jelly moulds,137,0.006740799055304074,0.1856368563685637,0.13022813688212928,3.586391130070997
alarm clock bakelike pink,red retrospot charlotte bag,137,0.006740799055304074,0.18050065876152832,0.13326848249027237,3.568575280806714
6 ribbons rustic charm,set/5 red retrospot lid glass bowls,137,0.006740799055304074,0.1454352441613588,0.15985997666277713,3.4490383924567753
jumbo storage bag suki,strawberry ceramic trinket box,137,0.006740799055304074,0.11629881154499151,0.19655667144906744,3.391186579398002
roses regency teacup and saucer,woodland charlotte bag,137,0.006740799055304074,0.13524185587364265,0.1656590084643289,3.3236462863070297
gardeners kneeling pad cup of tea,spotty bunting,137,0.006740799055304074,0.1816976127320955,0.1229802513464991,3.3149212577801697
lunch bag cars blue,recycling bag retrospot,137,0.006740799055304074,0.12102473498233215,0.18438761776581428,3.3105070172017745
jumbo shopper vintage red paisley,pink regency teacup and saucer,137,0.006740799055304074,0.11749571183533447,0.18614130434782608,3.244541912148557
jumbo bag vintage leaf,lunch bag woodland,137,0.006740799055304074,0.15967365967365968,0.13645418326693226,3.232278345824162
natural slate heart chalkboard,paper bunting retrospot,137,0.006740799055304074,0.1112012987012987,0.17407878017789072,2.8717346820904637
jam making set printed,jumbo bag alphabet,137,0.006740799055304074,0.12275985663082438,0.15480225988700566,2.819176639734321
alarm clock bakelike green,set of 4 pantry jelly moulds,137,0.006740799055304074,0.14167528438469493,0.13022813688212928,2.737080304025228
rabbit night light,set of 4 pantry jelly moulds,137,0.006740799055304074,0.13993871297242083,0.13022813688212928,2.703530800809393
natural slate heart chalkboard,set/5 red retrospot lid glass bowls,137,0.006740799055304074,0.1112012987012987,0.15985997666277713,2.6371705890375674
jumbo storage bag suki,retrospot tea set ceramic 11 pc,137,0.006740799055304074,0.11629881154499151,0.14621131270010673,2.5225795579940318
jumbo storage bag suki,rabbit night light,137,0.006740799055304074,0.11629881154499151,0.13993871297242083,2.414358575935043
lunch box i love london,regency cakestand 3 tier,137,0.006740799055304074,0.19460227272727273,0.07195378151260504,2.077256612872422
heart of wicker large,regency cakestand 3 tier,137,0.006740799055304074,0.14923747276688454,0.07195378151260504,1.593015964555757
60 teatime fairy cake cases,strawberry ceramic trinket box,136,0.006691596142491636,0.17042606516290726,0.1951219512195122,4.969496913014243
dolly girl lunch box,pack of 60 pink paisley cake cases,136,0.006691596142491636,0.163855421686747,0.16171224732461356,3.959806885090899
jumbo bag woodland animals,pack of 60 pink paisley cake cases,136,0.006691596142491636,0.1592505854800937,0.16171224732461356,3.848524256001693
charlotte bag pink polkadot,green regency teacup and saucer,136,0.006691596142491636,0.1842818428184282,0.13948717948717948,3.84137863942742
set/20 red retrospot paper napkins,woodland charlotte bag,136,0.006691596142491636,0.14107883817427386,0.16444981862152358,3.467093478904404
spotty bunting,strawberry charlotte bag,136,0.006691596142491636,0.12208258527827648,0.18994413407821228,3.465372155301245
gardeners kneeling pad cup of tea,lunch bag cars blue,136,0.006691596142491636,0.18037135278514588,0.12014134275618374,3.2383987402873724
dolly girl lunch box,lunch bag pink polkadot,136,0.006691596142491636,0.163855421686747,0.1267474370922647,3.1036324234496235
lunch bag spaceboy design,popcorn holder,136,0.006691596142491636,0.11857018308631212,0.17503217503217502,3.101441957588427
natural slate heart chalkboard,pink regency teacup and saucer,136,0.006691596142491636,0.11038961038961038,0.18478260869565216,3.048313099943535
6 ribbons rustic charm,set/20 red retrospot paper napkins,136,0.006691596142491636,0.14437367303609341,0.14107883817427386,3.043828351437306
60 teatime fairy cake cases,jumbo shopper vintage red paisley,136,0.006691596142491636,0.17042606516290726,0.11663807890222985,2.970616936853282
jumbo bag alphabet,recipe box pantry yellow design,136,0.006691596142491636,0.1536723163841808,0.12534562211981568,2.878558671144784
roses regency teacup and saucer,wooden frame antique white,136,0.006691596142491636,0.13425468904244817,0.1419624217118998,2.848217432253358
alarm clock bakelike green,roses regency teacup and saucer,136,0.006691596142491636,0.140641158221303,0.13425468904244817,2.821708686761858
alarm clock bakelike red,rabbit night light,136,0.006691596142491636,0.13242453748782862,0.13891726251276812,2.7491279876431354
red retrospot charlotte bag,victorian glass hanging t-light,136,0.006691596142491636,0.13229571984435798,0.13307240704500978,2.630898444341225
jumbo bag apples,wooden picture frame white finish,136,0.006691596142491636,0.14107883817427386,0.12454212454212454,2.6257200614047087
heart of wicker small,jumbo  bag baroque black white,136,0.006691596142491636,0.11515664690939881,0.14702702702702702,2.5302093965260775
alarm clock bakelike red,lunch bag suki design,136,0.006691596142491636,0.13242453748782862,0.1261595547309833,2.4966570500024394
gumball coat rack,regency cakestand 3 tier,136,0.006691596142491636,0.20268256333830104,0.07142857142857142,2.163508622525016
lunch bag cars blue,paper chain kit 50's christmas,136,0.006691596142491636,0.12014134275618374,0.1189851268591426,2.1362665355876453
jumbo storage bag suki,paper chain kit 50's christmas,136,0.006691596142491636,0.11544991511035653,0.1189851268591426,2.0528469594950884
natural slate heart chalkboard,spotty bunting,136,0.006691596142491636,0.11038961038961038,0.12208258527827648,2.013966285061438
plasters in tin woodland animals,white hanging heart t-light holder,136,0.006691596142491636,0.19653179190751446,0.061762034514078114,1.8139473836186757
lunch bag alphabet design,strawberry charlotte bag,135,0.006642393229679197,0.18646408839779005,0.18854748603351956,5.292871693570788
dolly girl lunch box,jumbo bag spaceboy design,135,0.006642393229679197,0.16265060240963855,0.19794721407624633,4.8470833480549755
plasters in tin woodland animals,red toadstool led night light,135,0.006642393229679197,0.19508670520231214,0.16090584028605484,4.725795228285806
charlotte bag suki design,jumbo bag spaceboy design,135,0.006642393229679197,0.15428571428571428,0.19794721407624633,4.5978047758692915
pink regency teacup and saucer,red toadstool led night light,135,0.006642393229679197,0.18342391304347827,0.16090584028605484,4.443274861377416
popcorn holder,set of 3 regency cake tins,135,0.006642393229679197,0.17374517374517376,0.16206482593037214,4.239131946214779
red retrospot charlotte bag,set of 3 butterfly cookie cutters,135,0.006642393229679197,0.13132295719844359,0.20089285714285715,3.97173777098388
hanging heart jar t-light holder,set of 4 pantry jelly moulds,135,0.006642393229679197,0.1906779661016949,0.12832699619771862,3.683782303280273
jumbo bag apples,paper bunting retrospot,135,0.006642393229679197,0.1400414937759336,0.17153748411689962,3.6165226423152155
victorian glass hanging t-light,woodland charlotte bag,135,0.006642393229679197,0.13209393346379647,0.16324062877871826,3.246284285028052
gardeners kneeling pad keep calm,green regency teacup and saucer,135,0.006642393229679197,0.14917127071823205,0.13846153846153847,3.1094942626434334
jam making set printed,paper chain kit vintage christmas,135,0.006642393229679197,0.12096774193548387,0.16646115906288533,3.0315023268764163
red toadstool led night light,wooden picture frame white finish,135,0.006642393229679197,0.16090584028605484,0.12362637362637363,2.994734705104192
heart of wicker small,jumbo bag strawberry,135,0.006642393229679197,0.1143099068585944,0.1656441717791411,2.850594536189046
victorian glass hanging t-light,wooden frame antique white,135,0.006642393229679197,0.13209393346379647,0.1409185803757829,2.802376934987682
jumbo bag pink polkadot,pack of 60 pink paisley cake cases,135,0.006642393229679197,0.11147811725846409,0.1605231866825208,2.6940324080392672
alarm clock bakelike red,lunch bag woodland,135,0.006642393229679197,0.1314508276533593,0.1344621513944223,2.660962770146289
rabbit night light,recipe box pantry yellow design,135,0.006642393229679197,0.13789581205311544,0.12442396313364056,2.5830363909378042
red retrospot charlotte bag,wooden picture frame white finish,135,0.006642393229679197,0.13132295719844359,0.12362637362637363,2.4441463206054643
jumbo bag alphabet,pack of 72 retrospot cake cases,135,0.006642393229679197,0.15254237288135594,0.1055512118842846,2.4239805992499432
jam making set with jars,lunch bag pink polkadot,135,0.006642393229679197,0.12396694214876033,0.12581547064305684,2.3480933198801535
party bunting,recycling bag retrospot,135,0.006642393229679197,0.08152173913043478,0.1816958277254374,2.229943238340453
heart of wicker large,set of 3 cake tins pantry design,135,0.006642393229679197,0.14705882352941177,0.10029717682020803,2.2205226815837777
alarm clock bakelike green,assorted colour bird ornament,135,0.006642393229679197,0.13960703205791106,0.09433962264150944,1.9827905796960057
chocolate hot water bottle,jumbo bag red retrospot,135,0.006642393229679197,0.16148325358851676,0.06540697674418605,1.5901093245799487
jumbo storage bag skulls,strawberry charlotte bag,134,0.006593190316866758,0.1906116642958748,0.1871508379888268,5.410602604957206
clothes pegs retrospot pack 24,dotcom postage,134,0.006593190316866758,0.17866666666666667,0.18926553672316385,5.128843691148775
chocolate hot water bottle,strawberry charlotte bag,134,0.006593190316866758,0.16028708133971292,0.1871508379888268,4.549824917804924
paper chain kit vintage christmas,scottie dog hot water bottle,134,0.006593190316866758,0.16522811344019728,0.17654808959156784,4.424369140393372
pack of 60 pink paisley cake cases,set of 6 spice tins pantry design,134,0.006593190316866758,0.15933412604042807,0.16482164821648215,3.983157168075842
green regency teacup and saucer,hanging heart jar t-light holder,134,0.006593190316866758,0.13743589743589743,0.18926553672316385,3.94526437780675
heart of wicker large,home building block word,134,0.006593190316866758,0.14596949891067537,0.17539267015706805,3.883094366309642
lunch bag apple design,plasters in tin woodland animals,134,0.006593190316866758,0.13111545988258316,0.1936416184971098,3.8508534778231502
charlotte bag pink polkadot,set/20 red retrospot paper napkins,134,0.006593190316866758,0.18157181571815717,0.13900414937759337,3.8280763305558363
jumbo bag apples,popcorn holder,134,0.006593190316866758,0.13900414937759337,0.17245817245817247,3.63593350315342
jumbo shopper vintage red paisley,set of 3 butterfly cookie cutters,134,0.006593190316866758,0.11492281303602059,0.19940476190476192,3.475731029976313
6 ribbons rustic charm,pack of 60 pink paisley cake cases,134,0.006593190316866758,0.14225053078556263,0.15933412604042807,3.4376929698998513
charlotte bag pink polkadot,spotty bunting,134,0.006593190316866758,0.18157181571815717,0.12028725314183124,3.3126261962799157
retrospot tea set ceramic 11 pc,vintage snap cards,134,0.006593190316866758,0.14300960512273211,0.15209988649262202,3.2991228314578973
alarm clock bakelike red,paper chain kit vintage christmas,134,0.006593190316866758,0.13047711781888996,0.16522811344019728,3.269811273182638
6 ribbons rustic charm,jumbo bag apples,134,0.006593190316866758,0.14225053078556263,0.13900414937759337,2.9990661697985215
6 ribbons rustic charm,alarm clock bakelike green,134,0.006593190316866758,0.14225053078556263,0.13857290589451912,2.9897619314227244
spotty bunting,woodland charlotte bag,134,0.006593190316866758,0.12028725314183124,0.16203143893591293,2.9561283347697436
jumbo storage bag skulls,set of 3 cake tins pantry design,134,0.006593190316866758,0.1906116642958748,0.09955423476968796,2.8781511628152745
lunch bag pink polkadot,spaceboy lunch box,134,0.006593190316866758,0.12488350419384903,0.1515837104072398,2.8711904289997596
lunch bag spaceboy design,set/5 red retrospot lid glass bowls,134,0.006593190316866758,0.11682650392327812,0.15635939323220538,2.770573939015991
gardeners kneeling pad keep calm,jam making set with jars,134,0.006593190316866758,0.14806629834254142,0.12304866850321396,2.763360374209194
charlotte bag pink polkadot,set of 3 cake tins pantry design,134,0.006593190316866758,0.18157181571815717,0.09955423476968796,2.741653478941922
jumbo shopper vintage red paisley,wooden frame antique white,134,0.006593190316866758,0.11492281303602059,0.13987473903966596,2.438091077394658
lunch bag woodland,spotty bunting,134,0.006593190316866758,0.13346613545816732,0.12028725314183124,2.434978219974679
assorted colour bird ornament,heart of wicker large,134,0.006593190316866758,0.0936408106219427,0.14596949891067537,2.0731545044448403
cook with wine metal sign,regency cakestand 3 tier,134,0.006593190316866758,0.19142857142857142,0.0703781512605042,2.043379351740696
lunch bag  black skull.,wooden picture frame white finish,134,0.006593190316866758,0.10634920634920635,0.1227106227106227,1.9793418221989647
gumball coat rack,white hanging heart t-light holder,134,0.006593190316866758,0.19970193740685543,0.06085376930063579,1.8432071643310308
jumbo bag red retrospot,paper chain kit vintage christmas,134,0.006593190316866758,0.06492248062015504,0.16522811344019728,1.6269845821504696
jumbo bag pink polkadot,regency cakestand 3 tier,134,0.006593190316866758,0.1106523534269199,0.0703781512605042,1.1811441339541595
strawberry ceramic trinket box,strawberry charlotte bag,133,0.00654398740405432,0.1908177905308465,0.1857541899441341,5.416453596018051
jumbo bag vintage doily,popcorn holder,133,0.00654398740405432,0.1908177905308465,0.17117117117117117,4.991223648325514
doormat keep calm and come in,gardeners kneeling pad cup of tea,133,0.00654398740405432,0.18472222222222223,0.17639257294429708,4.979170350722074
jumbo bag vintage doily,jumbo bag woodland animals,133,0.00654398740405432,0.1908177905308465,0.1557377049180328,4.541195286591246
jumbo bag vintage leaf,recycling bag retrospot,133,0.00654398740405432,0.155011655011655,0.17900403768506057,4.240184221341691
jumbo bag 50's christmas,lunch bag apple design,133,0.00654398740405432,0.18758815232722145,0.13013698630136986,3.7304712406051355
clothes pegs retrospot pack 24,green regency teacup and saucer,133,0.00654398740405432,0.17733333333333334,0.13641025641025642,3.696536068376068
ivory kitchen scales,jam making set with jars,133,0.00654398740405432,0.19732937685459942,0.12213039485766758,3.682756891820825
jumbo bag alphabet,red toadstool led night light,133,0.00654398740405432,0.15028248587570622,0.15852205005959474,3.6404544015945803
ivory kitchen scales,jam making set printed,133,0.00654398740405432,0.19732937685459942,0.11917562724014337,3.593657934760644
6 ribbons rustic charm,set of 6 spice tins pantry design,133,0.00654398740405432,0.14118895966029724,0.16359163591635917,3.5295503273504067
6 ribbons rustic charm,dolly girl lunch box,133,0.00654398740405432,0.14118895966029724,0.1602409638554217,3.457258332693833
jam making set printed,jumbo storage bag skulls,133,0.00654398740405432,0.11917562724014337,0.1891891891891892,3.4454131550905744
heart of wicker small,set of 3 heart cookie cutters,133,0.00654398740405432,0.1126164267569856,0.19850746268656716,3.4161436677745907
gardeners kneeling pad cup of tea,jam making set printed,133,0.00654398740405432,0.17639257294429708,0.11917562724014337,3.21236796820779
charlotte bag suki design,victorian glass hanging t-light,133,0.00654398740405432,0.152,0.13013698630136986,3.0227475538160467
jumbo bag pink vintage paisley,set of 4 pantry jelly moulds,133,0.00654398740405432,0.1557377049180328,0.12642585551330798,3.00875771364458
home building block word,natural slate heart chalkboard,133,0.00654398740405432,0.17408376963350786,0.10795454545454546,2.8718169919086147
chocolate hot water bottle,lunch bag cars blue,133,0.00654398740405432,0.1590909090909091,0.11749116607773852,2.8563283006745905
jumbo shopper vintage red paisley,please one person metal sign,133,0.00654398740405432,0.11406518010291596,0.1608222490931076,2.8032173160963283
jumbo  bag baroque black white,set of 4 pantry jelly moulds,133,0.00654398740405432,0.1437837837837838,0.12642585551330798,2.7778152296783474
jumbo storage bag suki,wooden frame antique white,133,0.00654398740405432,0.11290322580645161,0.13883089770354906,2.395245471075493
alarm clock bakelike red,spotty bunting,133,0.00654398740405432,0.12950340798442064,0.11938958707360861,2.3626815654177427
alarm clock bakelike red,jam making set printed,133,0.00654398740405432,0.12950340798442064,0.11917562724014337,2.3584473690639474
jam making set with jars,lunch bag cars blue,133,0.00654398740405432,0.12213039485766758,0.11749116607773852,2.1927368772855442
pack of 72 retrospot cake cases,rabbit night light,133,0.00654398740405432,0.10398749022673964,0.13585291113381,2.158776048384327
jam making set with jars,lunch bag  black skull.,133,0.00654398740405432,0.12213039485766758,0.10555555555555556,1.9699826548311394
doormat keep calm and come in,white hanging heart t-light holder,133,0.00654398740405432,0.18472222222222223,0.06039963669391462,1.7049475224543345
jumbo  bag baroque black white,regency cakestand 3 tier,133,0.00654398740405432,0.1437837837837838,0.06985294117647059,1.5348012718600954
jumbo bag 50's christmas,jumbo storage bag skulls,132,0.006494784491241881,0.1861777150916784,0.18776671408250356,5.382469248255011
set of 3 butterfly cookie cutters,woodland charlotte bag,132,0.006494784491241881,0.19642857142857142,0.1596130592503023,4.827344964588011
